State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21467512020905924,0.15120025806451612,NA,0.25182069065656565,0.2830318080291971,NA
Missouri,0.5220404810518174,0.4947629897959184,0.5841095422535211,0.5672352004662005,0.5504802360465116,0.48312216433566435,0.416249558685446,0.4146821184834123,0.3595529,NA,NA,NA,NA,0.25856419387755103,0.25471200835654595,0.26952590287769784,0.3231519081632653
Nevada,NA,0.0675164945652174,0.04489013793103448,0.002429478915662651,NA,NA,NA,NA,NA,NA,0.2896734,0.29588597397260274,0.2575599097222222,0.3059823,0.275246,0.26853870588235296,0.32322060897435895
New Hampshire,NA,NA,0.2795155489130435,0.33658283333333333,0.25623564402173915,0.4567639751243781,0.3494516742857143,0.4595218668478261,0.507567282967033,0.3724914598130841,0.44215409888059704,NA,NA,NA,0.1899287816091954,0.18394102932960893,0.20897485593220338
New Jersey,0.5848397656903765,0.6169852307692307,0.5838479985486212,0.6480552506361323,0.5180822525107605,0.46707059922779925,0.3770193036211699,0.2865406113843992,0.2371200223880597,NA,NA,0.3588298247126437,0.2833600902317881,0.2777091789181692,0.2791915633704735,0.284219843537415,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20552209476661953,0.1843764192200557,0.21493143654114366,0.22087208136300418,0.22949805539772727,NA
New York,0.4624690855472901,0.4934359488206498,0.44182020240963854,0.5295775537607269,0.43654475462392106,0.3996898402743753,0.3193869876837505,0.36619991013071895,0.3154048013888889,0.24013863190184048,0.3049239156050955,0.2776308078306033,0.34347082558139536,0.30567513730929263,0.27494524369747897,0.26188325897790055,0.2936439079497908
North Carolina,0.6182475414364641,0.539907802507837,0.4325452268722467,0.48578629218573044,0.4299048995215311,0.5177355674418604,0.4035735486111111,0.3752893650137741,0.32285143663911847,0.29387604142857143,0.32866650421348315,0.3389694142053446,0.2804061826298701,0.2886447336647727,0.26944820696084526,0.25893989723600286,0.24723610425531914
North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,0.17317455685131194,0.1657442216066482,0.17187792328767124,0.1651472659883721,0.17415960164835165,0.155520676,0.1611143593495935,0.17179530243161095,0.1859206978021978
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33627723652694613,0.3226091612021858,0.2847055439309294,0.2771736692913386,0.24290124429657795,0.24845723949191686,0.2700671330087135,0.27865674305555554
Oklahoma,0.04797740148698885,0.03336790996015936,0.060067824647122695,0.04223654669030733,0.015515440221694378,0.01690663048780488,0.11229207088122606,0.2069995344514959,0.15238817744252875,0.21855865458422175,0.21785280222437137,0.2281006778791334,0.16874380311032863,0.17249583033240998,0.15709433308383233,0.2395721404494382,0.2775481917808219
Oregon,NA,NA,NA,NA,NA,NA,NA,0.33053055844155843,0.3362149557926829,0.3244238429394813,0.324466198630137,0.3368955714285714,0.2961488842592593,0.29224723573573574,0.24234000149925036,0.27515056986301367,NA
Pennsylvania,0.302549696049574,0.32083088938392995,0.2606318961486588,0.26611442477203645,0.32630518964996985,0.21349479060579457,0.23131111962642495,0.23808357869623656,0.18491549100039129,0.23536362468689118,0.2682953156983931,0.23196090294171054,0.22253922416263658,0.16630085788561524,0.18998169201995013,0.17328952542108547,0.09498146691729323
Rhode Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19079410227272728,0.21947283561643835,0.2236463361581921,0.22903997768479778,0.23160145694444445,0.23415871900826446
South Carolina,NA,NA,NA,0.2605655681818182,NA,NA,0.14434892528735632,0.13081323267326733,0.1276555975232198,0.06629479238754325,0.08661570043103449,NA,NA,NA,NA,NA,0.15805722413793102
South Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190539389280677,0.19236813561643837,0.1636868686288586,0.18765247538677918,0.19465870569105692,NA
Tennessee,NA,NA,1,1,NA,NA,NA,NA,0.20531837288135593,0.16378347943037974,0.17877123826714802,NA,NA,NA,NA,0.16721855291576673,0.18619083850931678
Texas,0.436668171471173,0.384691374566474,0.3405818874501992,0.46008298901903366,0.3438015738411786,0.31472340057122455,0.26215363092621663,0.22921194953656024,0.2240694755188394,0.20013256875390056,0.22811354700258912,0.19842678825622775,0.18251485414480587,0.17551323161175422,0.17833815675827258,0.20762916153193894,0.22726722
Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34607531717451523,0.3773175762829404,0.3318700985915493,0.3287886162420382,0.3603385652173913,0.515134
Virginia,0.644427913589945,NA,NA,NA,NA,NA,0.47099621026694044,0.43669014995224453,0.34856450884495316,0.3228098490401396,0.11849147953216374,0.28920982171156895,0.25041582492581604,0.2658098804112554,0.2607207082670906,0.26778397093023254,0.2918260166666667
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18138862162162162,0.2083429761904762,0.20347927976190477,0.27432674137931035
Wisconsin,NA,NA,NA,NA,NA,NA,0.35359729166666665,0.31483754838709677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming,NA,NA,NA,NA,NA,NA,NA,0.1667226648199446,0.06605486816720257,NA,NA,0.12308288405797102,0.21128074861111112,0.05276451882845189,0.027999284234752588,0.04624513556174559,0.09247769444444445
